,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Clima GBA,Año,Mes
29648,8.0,5.0,1910.2,7.3,5968.6,12.4,2021.0,5.0
29649,9.0,5.0,1912.8,8.3,6267.0,14.3,2021.0,5.0
29650,10.0,5.0,1967.5,10.6,6568.2,15.1,2021.0,5.0
29651,11.0,5.0,1956.6,13.8,6588.7,16.4,2021.0,5.0
29652,12.0,5.0,1954.8,14.5,6485.3,17.1,2021.0,5.0
29653,13.0,5.0,1920.4,14.6,6455.0,16.9,2021.0,5.0
29654,14.0,5.0,1952.4,14.9,6358.0,17.2,2021.0,5.0
29655,15.0,5.0,1947.6,15.0,6246.6,17.0,2021.0,5.0
29656,16.0,5.0,1946.9,14.4,6222.1,16.1,2021.0,5.0
29657,17.0,5.0,2005.4,13.8,6312.7,15.8,2021.0,5.0
29658,18.0,5.0,2018.1,12.2,6574.4,15.7,2021.0,5.0
29659,19.0,5.0,2226.9,12.1,7159.6,15.5,2021.0,5.0
29660,20.0,5.0,2291.0,12.2,7459.7,15.5,2021.0,5.0
29661,21.0,5.0,2274.3,12.5,7630.3,15.8,2021.0,5.0
29662,22.0,5.0,2217.0,13.5,7489.4,15.8,2021.0,5.0
29663,23.0,5.0,2124.8,13.2,7100.8,15.7,2021.0,5.0
29664,0.0,6.0,2056.5,13.5,6521.2,15.8,2021.0,5.0
29665,1.0,6.0,1944.0,13.0,5832.1,14.8,2021.0,5.0
29666,2.0,6.0,1849.6,13.6,5313.0,14.8,2021.0,5.0
29667,3.0,6.0,1789.1,13.6,5030.6,15.1,2021.0,5.0
29668,4.0,6.0,1773.7,13.3,4853.7,14.8,2021.0,5.0
29669,5.0,6.0,1798.5,13.7,4816.8,14.8,2021.0,5.0
29670,6.0,6.0,1786.8,14.0,4858.9,14.6,2021.0,5.0
29671,7.0,6.0,1819.7,14.2,5241.2,14.8,2021.0,5.0
29672,8.0,6.0,1996.4,14.9,5795.5,14.8,2021.0,5.0
29673,9.0,6.0,2070.9,15.1,6174.0,14.5,2021.0,5.0
29674,10.0,6.0,2110.5,15.7,6526.7,14.6,2021.0,5.0
29675,11.0,6.0,2125.6,15.9,6704.0,14.6,2021.0,5.0
29676,12.0,6.0,2148.3,16.8,6888.4,13.8,2021.0,5.0
29677,13.0,6.0,2132.6,16.9,7124.0,13.6,2021.0,5.0
29678,14.0,6.0,2134.9,16.6,7275.5,14.0,2021.0,5.0
29679,15.0,6.0,2128.4,16.0,7250.4,14.2,2021.0,5.0
29680,16.0,6.0,2148.5,9.053846153846154,7185.9,13.8,2021.0,5.0
29681,17.0,6.0,2129.8,15.0,7150.4,13.6,2021.0,5.0
29682,18.0,6.0,2252.7,15.1,7286.3,13.6,2021.0,5.0
29683,19.0,6.0,2333.1,14.7,7588.5,14.0,2021.0,5.0
29684,20.0,6.0,2318.2,14.7,7748.4,13.4,2021.0,5.0
29685,21.0,6.0,2356.2,14.8,7909.2,13.7,2021.0,5.0
29686,22.0,6.0,2321.3,14.5,7756.7,14.7,2021.0,5.0
29687,23.0,6.0,2187.0,14.5,7360.3,14.5,2021.0,5.0
29688,0.0,7.0,2150.1,14.9,6811.1,14.3,2021.0,5.0
29689,1.0,7.0,2054.2,14.8,6168.6,14.1,2021.0,5.0
29690,2.0,7.0,1960.7,14.9,5627.8,14.2,2021.0,5.0
29691,3.0,7.0,1884.8,14.9,5247.4,13.3,2021.0,5.0
29692,4.0,7.0,1845.4,14.6,5035.8,12.9,2021.0,5.0
29693,5.0,7.0,1782.1,14.4,4908.5,13.3,2021.0,5.0
29694,6.0,7.0,1770.4,14.5,4856.2,13.2,2021.0,5.0
29695,7.0,7.0,1802.7,14.1,4927.1,13.2,2021.0,5.0
29696,8.0,7.0,1882.2,14.2,5090.3,13.8,2021.0,5.0
29697,9.0,7.0,1864.8,13.5,5243.6,13.8,2021.0,5.0
29698,10.0,7.0,1936.2,14.0,5635.3,14.3,2021.0,5.0
29699,11.0,7.0,1989.2,13.9,6008.4,14.2,2021.0,5.0
29700,12.0,7.0,2025.2,14.4,6259.7,13.6,2021.0,5.0
29701,13.0,7.0,2036.1,14.1,6467.6,13.8,2021.0,5.0
29702,14.0,7.0,2034.7,13.9,6632.5,13.4,2021.0,5.0
29703,15.0,7.0,2027.1,13.5,6633.5,13.3,2021.0,5.0
29704,16.0,7.0,1973.3,14.1,6593.5,13.8,2021.0,5.0
29705,17.0,7.0,2020.2,13.7,6533.9,14.7,2021.0,5.0
29706,18.0,7.0,2062.4,13.4,6616.4,14.7,2021.0,5.0
29707,19.0,7.0,2162.6,13.5,7129.6,14.2,2021.0,5.0
29708,20.0,7.0,2238.3,13.7,7395.8,14.0,2021.0,5.0
29709,21.0,7.0,2225.2,13.5,7550.3,13.7,2021.0,5.0
29710,22.0,7.0,2172.1,13.6,7493.9,13.3,2021.0,5.0
29711,23.0,7.0,2143.8,13.4,7177.3,13.2,2021.0,5.0
29712,0.0,1.0,2022.9,13.3,6787.2,12.8,2021.0,5.0
29713,1.0,1.0,1926.5,13.2,6189.5,12.4,2021.0,5.0
29714,2.0,1.0,1850.1,13.2,5663.9,12.4,2021.0,5.0
29715,3.0,1.0,1769.8,13.1,5247.4,12.2,2021.0,5.0
29716,4.0,1.0,1698.4,13.0,4992.1,12.3,2021.0,5.0
29717,5.0,1.0,1650.4,12.7,4879.9,12.2,2021.0,5.0
29718,6.0,1.0,1640.8,12.6,4789.6,12.2,2021.0,5.0
29719,7.0,1.0,1634.9,12.8,4795.3,11.8,2021.0,5.0
29720,8.0,1.0,1630.2,12.6,4837.6,11.9,2021.0,5.0
29721,9.0,1.0,1578.2,12.7,4931.2,11.8,2021.0,5.0
29722,10.0,1.0,1626.0,12.6,5423.5,12.0,2021.0,5.0
29723,11.0,1.0,1656.8,12.6,5843.2,12.7,2021.0,5.0
29724,12.0,1.0,1701.9,12.9,6111.9,13.3,2021.0,5.0
29725,13.0,1.0,1727.6,12.9,6260.0,14.7,2021.0,5.0
29726,14.0,1.0,1710.4,13.9,6324.5,14.7,2021.0,5.0
29727,15.0,1.0,1702.7,13.8,6245.4,15.0,2021.0,5.0
29728,16.0,1.0,1703.7,13.4,6210.3,14.4,2021.0,5.0
29729,17.0,1.0,1714.2,13.3,6195.3,14.4,2021.0,5.0
29730,18.0,1.0,1756.1,13.1,6387.7,14.2,2021.0,5.0
29731,19.0,1.0,1939.7,12.4,7064.8,13.6,2021.0,5.0
29732,20.0,1.0,2043.8,12.3,7396.8,12.8,2021.0,5.0
29733,21.0,1.0,2061.3,11.6,7617.7,12.8,2021.0,5.0
29734,22.0,1.0,2032.2,11.5,7591.4,11.8,2021.0,5.0
29735,23.0,1.0,1957.8,10.0,7299.3,11.1,2021.0,5.0
29736,0.0,1.0,1875.0,7.5,6830.7,10.6,2021.0,5.0
29737,1.0,1.0,1775.1,8.1,6248.9,10.1,2021.0,5.0
29738,2.0,1.0,1695.3,9.5,5683.8,9.8,2021.0,5.0
29739,3.0,1.0,1626.2,9.1,5292.6,9.8,2021.0,5.0
29740,4.0,1.0,1591.8,9.0,5047.7,9.0,2021.0,5.0
29741,5.0,1.0,1576.2,8.2,4934.5,8.4,2021.0,5.0
29742,6.0,1.0,1577.9,6.8,4917.2,8.0,2021.0,5.0
29743,7.0,1.0,1606.3,6.4,5035.5,7.6,2021.0,5.0
29744,8.0,1.0,1640.9,5.7,5201.6,7.8,2021.0,5.0
29745,9.0,1.0,1642.8,7.1,5453.1,9.4,2021.0,5.0
29746,10.0,1.0,1722.5,9.7,5896.8,12.0,2021.0,5.0
29747,11.0,1.0,1782.4,10.1,6130.8,15.0,2021.0,5.0
29748,12.0,1.0,1811.4,13.1,6112.4,15.8,2021.0,5.0
29749,13.0,1.0,1791.7,14.4,6111.7,16.2,2021.0,5.0
29750,14.0,1.0,1770.0,16.0,6008.2,18.1,2021.0,5.0
29751,15.0,1.0,1735.3,16.8,5817.6,18.7,2021.0,5.0
29752,16.0,1.0,1704.5,16.7,5674.0,18.7,2021.0,5.0
29753,17.0,1.0,1720.7,15.9,5674.0,17.8,2021.0,5.0
29754,18.0,1.0,1758.4,13.4,5955.6,16.8,2021.0,5.0
29755,19.0,1.0,1965.3,12.0,6771.7,15.3,2021.0,5.0
29756,20.0,1.0,2066.0,11.4,7232.1,14.9,2021.0,5.0
29757,21.0,1.0,2075.8,11.5,7507.7,14.3,2021.0,5.0
29758,22.0,1.0,2043.6,11.2,7483.0,14.1,2021.0,5.0
29759,23.0,1.0,1962.6,10.4,7203.8,13.8,2021.0,5.0
29760,0.0,1.0,1877.1,9.7,6722.0,12.9,2021.0,5.0
29761,1.0,1.0,1770.3,10.8,6136.8,12.3,2021.0,5.0
29762,2.0,1.0,1664.7,11.1,5609.8,12.0,2021.0,5.0
29763,3.0,1.0,1598.5,11.3,5209.3,11.5,2021.0,5.0
29764,4.0,1.0,1557.9,14.4,4960.2,11.2,2021.0,5.0
29765,5.0,1.0,1545.1,12.7,4841.5,11.1,2021.0,5.0
29766,6.0,1.0,1547.6,11.6,4816.6,10.9,2021.0,5.0
29767,7.0,1.0,1546.8,10.8,4884.3,10.4,2021.0,5.0
29768,8.0,1.0,1569.8,10.8,5036.7,10.3,2021.0,5.0
29769,9.0,1.0,1538.3,11.6,5207.9,11.0,2021.0,5.0
29770,10.0,1.0,1604.8,12.6,5622.8,13.6,2021.0,5.0
29771,11.0,1.0,1671.9,13.1,5795.6,15.7,2021.0,5.0
29772,12.0,1.0,1682.8,13.9,5736.7,17.6,2021.0,5.0
29773,13.0,1.0,1682.6,13.5,5610.6,18.4,2021.0,5.0
29774,14.0,1.0,1652.8,13.7,5451.3,19.3,2021.0,5.0
29775,15.0,1.0,1628.7,13.4,5263.8,19.7,2021.0,5.0
29776,16.0,1.0,1628.8,13.1,5160.9,19.0,2021.0,5.0
29777,17.0,1.0,1639.3,12.6,5230.1,17.5,2021.0,5.0
29778,18.0,1.0,1711.3,11.6,5627.5,15.0,2021.0,5.0
29779,19.0,1.0,1941.0,10.2,6574.3,12.6,2021.0,5.0
29780,20.0,1.0,2048.5,9.7,7155.0,10.9,2021.0,5.0
29781,21.0,1.0,2091.1,7.5,7492.6,9.9,2021.0,5.0
29782,22.0,1.0,2065.1,5.0,7492.6,9.1,2021.0,5.0
29783,23.0,1.0,1990.0,4.3,7214.9,8.5,2021.0,5.0
29784,0.0,4.0,1906.4,6.4,6725.4,8.1,2021.0,5.0
29785,1.0,4.0,1812.7,6.4,6065.8,7.4,2021.0,5.0
29786,2.0,4.0,1717.0,6.6,5508.4,7.1,2021.0,5.0
29787,3.0,4.0,1648.8,6.9,5188.4,7.1,2021.0,5.0
29788,4.0,4.0,1627.4,5.6,4995.5,6.8,2021.0,5.0
29789,5.0,4.0,1620.8,5.2,4983.0,6.6,2021.0,5.0
29790,6.0,4.0,1660.4,5.0,5131.9,6.6,2021.0,5.0
29791,7.0,4.0,1738.3,5.2,5514.8,6.6,2021.0,5.0
29792,8.0,4.0,1890.3,5.5,6080.2,7.4,2021.0,5.0
29793,9.0,4.0,1990.6,5.9,6615.3,10.2,2021.0,5.0
29794,10.0,4.0,2076.3,6.2,7010.4,13.6,2021.0,5.0
29795,11.0,4.0,2112.8,7.7,7134.1,15.9,2021.0,5.0
29796,12.0,4.0,2104.6,10.3,6971.7,18.0,2021.0,5.0
29797,13.0,4.0,2100.0,13.9,6787.8,19.4,2021.0,5.0
29798,14.0,4.0,2047.9,16.0,6625.3,20.0,2021.0,5.0
29799,15.0,4.0,1970.6,17.1,6440.8,21.0,2021.0,5.0
29800,16.0,4.0,1942.8,17.6,6248.9,21.0,2021.0,5.0
29801,17.0,4.0,1952.9,18.0,6202.0,19.3,2021.0,5.0
29802,18.0,4.0,1954.4,16.9,6405.1,18.0,2021.0,5.0
29803,19.0,4.0,2158.2,14.1,7014.8,17.1,2021.0,5.0
29804,20.0,4.0,2229.1,13.0,7458.0,16.0,2021.0,5.0
29805,21.0,4.0,2204.9,12.6,7725.5,15.6,2021.0,5.0
29806,22.0,4.0,2151.0,12.3,7650.7,15.1,2021.0,5.0
29807,23.0,4.0,2102.0,11.7,7311.7,14.6,2021.0,5.0
29808,0.0,5.0,2047.4,11.3,6727.9,13.8,2021.0,5.0
29809,1.0,5.0,1916.0,8.1,6029.3,13.4,2021.0,5.0
29810,2.0,5.0,1836.6,6.4,5521.4,13.2,2021.0,5.0
29811,3.0,5.0,1782.0,6.7,5232.8,12.7,2021.0,5.0
29812,4.0,5.0,1754.3,5.6,5025.4,12.1,2021.0,5.0
29813,5.0,5.0,1748.8,5.9,4970.9,11.4,2021.0,5.0
29814,6.0,5.0,1705.8,5.6,5043.2,11.2,2021.0,5.0
29815,7.0,5.0,1780.0,8.1,5354.6,11.2,2021.0,5.0
29816,8.0,5.0,1904.4,8.9,5882.1,11.1,2021.0,5.0
29817,9.0,5.0,1974.5,9.0,6263.1,13.3,2021.0,5.0
29818,10.0,5.0,2047.9,10.5,6579.5,16.1,2021.0,5.0
29819,11.0,5.0,2046.3,12.3,6562.7,18.2,2021.0,5.0
29820,12.0,5.0,2016.8,14.7,6377.0,21.4,2021.0,5.0
29821,13.0,5.0,2018.6,19.7,6218.2,22.2,2021.0,5.0
29822,14.0,5.0,1971.7,21.5,6082.1,22.8,2021.0,5.0
29823,15.0,5.0,1953.0,21.8,5886.0,22.9,2021.0,5.0
29824,16.0,5.0,1912.5,21.5,5699.0,23.0,2021.0,5.0
29825,17.0,5.0,1942.3,17.2,5608.7,21.7,2021.0,5.0
29826,18.0,5.0,1948.8,15.7,5736.7,20.8,2021.0,5.0
29827,19.0,5.0,2117.2,15.0,6399.3,19.7,2021.0,5.0
29828,20.0,5.0,2223.4,14.8,6740.8,19.1,2021.0,5.0
29829,21.0,5.0,2238.0,14.0,6944.3,18.3,2021.0,5.0
29830,22.0,5.0,2170.6,14.9,6837.2,17.6,2021.0,5.0
29831,23.0,5.0,2051.9,14.7,6507.1,16.8,2021.0,5.0
29832,0.0,6.0,1975.4,14.3,6007.1,16.0,2021.0,5.0
29833,1.0,6.0,1885.8,14.0,5486.6,15.4,2021.0,5.0
29834,2.0,6.0,1758.7,13.3,5041.6,15.2,2021.0,5.0
29835,3.0,6.0,1720.1,13.0,4739.1,14.6,2021.0,5.0
29836,4.0,6.0,1714.5,12.6,4616.7,14.3,2021.0,5.0
29837,5.0,6.0,1712.6,11.8,4565.2,14.1,2021.0,5.0
29838,6.0,6.0,1737.8,11.1,4643.4,14.1,2021.0,5.0
29839,7.0,6.0,1790.0,10.5,4959.7,14.3,2021.0,5.0
29840,8.0,6.0,1878.6,9.3,5424.0,14.2,2021.0,5.0
29841,9.0,6.0,1886.6,9.5,5762.4,14.3,2021.0,5.0
29842,10.0,6.0,1945.0,14.9,6096.0,16.2,2021.0,5.0
29843,11.0,6.0,1977.3,16.5,6139.8,17.7,2021.0,5.0
29844,12.0,6.0,1977.1,17.1,6083.5,19.7,2021.0,5.0
29845,13.0,6.0,1965.4,17.2,6032.7,21.1,2021.0,5.0
29846,14.0,6.0,1936.5,17.4,5956.3,21.3,2021.0,5.0
29847,15.0,6.0,1925.8,17.4,5788.1,21.2,2021.0,5.0
29848,16.0,6.0,1895.6,16.3,5646.2,21.0,2021.0,5.0
29849,17.0,6.0,1927.7,15.3,5555.5,19.6,2021.0,5.0
29850,18.0,6.0,1976.7,13.8,5670.2,17.9,2021.0,5.0
29851,19.0,6.0,2173.0,12.9,6356.1,15.9,2021.0,5.0
29852,20.0,6.0,2249.3,11.7,6724.6,15.9,2021.0,5.0
29853,21.0,6.0,2253.3,10.9,6996.0,14.1,2021.0,5.0
29854,22.0,6.0,2198.8,10.5,6934.9,13.8,2021.0,5.0
29855,23.0,6.0,2086.6,8.7,6680.3,13.4,2021.0,5.0
29856,0.0,7.0,2067.4,8.1,6301.4,13.4,2021.0,5.0
29857,1.0,7.0,1944.4,7.9,5770.2,13.7,2021.0,5.0
29858,2.0,7.0,1857.8,8.3,5346.2,13.4,2021.0,5.0
29859,3.0,7.0,1828.6,7.9,4987.0,13.2,2021.0,5.0
29860,4.0,7.0,1791.4,7.7,4803.2,12.7,2021.0,5.0
29861,5.0,7.0,1768.2,7.2,4708.1,12.2,2021.0,5.0
29862,6.0,7.0,1759.2,7.2,4698.5,11.1,2021.0,5.0
29863,7.0,7.0,1796.4,6.9,4828.1,10.3,2021.0,5.0
29864,8.0,7.0,1844.5,6.6,5040.7,9.8,2021.0,5.0
29865,9.0,7.0,1836.1,6.2,5250.6,10.0,2021.0,5.0
29866,10.0,7.0,1924.0,6.8,5702.1,12.0,2021.0,5.0
29867,11.0,7.0,1964.0,5.7,5994.3,12.0,2021.0,5.0
29868,12.0,7.0,1987.0,8.3,6069.2,12.8,2021.0,5.0
29869,13.0,7.0,1961.6,8.0,6101.6,13.9,2021.0,5.0
29870,14.0,7.0,1928.7,8.8,6060.0,14.4,2021.0,5.0
29871,15.0,7.0,1905.6,8.5,5999.2,14.0,2021.0,5.0
29872,16.0,7.0,1927.0,8.4,5961.0,14.0,2021.0,5.0
29873,17.0,7.0,1952.5,9.2,5983.0,12.2,2021.0,5.0
29874,18.0,7.0,2008.5,7.8,6392.7,11.0,2021.0,5.0
29875,19.0,7.0,2218.7,7.7,7259.5,10.0,2021.0,5.0
29876,20.0,7.0,2292.4,7.1,7702.1,8.0,2021.0,5.0
29877,21.0,7.0,2299.1,6.5,7945.5,7.2,2021.0,5.0
29878,22.0,7.0,2205.4,4.3,7859.2,6.9,2021.0,5.0
29879,23.0,7.0,2163.5,3.0,7586.1,7.4,2021.0,5.0
29880,0.0,1.0,2060.3,1.5,7159.2,7.8,2021.0,5.0
29881,1.0,1.0,1960.2,1.4,6544.6,8.0,2021.0,5.0
29882,2.0,1.0,1877.8,1.0,5987.2,7.7,2021.0,5.0
29883,3.0,1.0,1754.7,5.5,5546.4,7.2,2021.0,5.0
29884,4.0,1.0,1638.2,6.5,5304.4,6.9,2021.0,5.0
29885,5.0,1.0,1603.9,6.5,5162.2,6.4,2021.0,5.0
29886,6.0,1.0,1588.4,6.1,5096.1,6.7,2021.0,5.0
29887,7.0,1.0,1592.8,5.4,5128.3,5.8,2021.0,5.0
29888,8.0,1.0,1585.0,6.0,5212.2,5.1,2021.0,5.0
29889,9.0,1.0,1518.7,6.9,5327.9,6.7,2021.0,5.0
29890,10.0,1.0,1598.4,9.5,5825.4,10.4,2021.0,5.0
29891,11.0,1.0,1668.9,10.8,6105.9,12.8,2021.0,5.0
29892,12.0,1.0,1698.5,11.8,6108.3,13.3,2021.0,5.0
29893,13.0,1.0,1664.1,12.4,6003.0,15.1,2021.0,5.0
29894,14.0,1.0,1648.2,12.7,5868.0,16.1,2021.0,5.0
29895,15.0,1.0,1634.0,12.8,5682.6,16.3,2021.0,5.0
29896,16.0,1.0,1619.7,12.2,5597.3,16.5,2021.0,5.0
29897,17.0,1.0,1627.2,12.3,5668.3,15.1,2021.0,5.0
29898,18.0,1.0,1720.7,7.4,6098.4,13.3,2021.0,5.0
29899,19.0,1.0,1937.1,6.7,7135.6,11.4,2021.0,5.0
29900,20.0,1.0,2045.5,5.9,7659.9,10.0,2021.0,5.0
29901,21.0,1.0,2066.8,4.6,7959.2,9.1,2021.0,5.0
29902,22.0,1.0,2039.5,5.8,7917.7,10.6,2021.0,5.0
29903,23.0,1.0,1966.2,6.4,7579.5,11.3,2021.0,5.0
29904,0.0,2.0,1894.7,6.8,7000.7,11.1,2021.0,5.0
29905,1.0,2.0,1800.7,6.8,6312.4,11.0,2021.0,5.0
29906,2.0,2.0,1722.9,6.8,5738.3,11.2,2021.0,5.0
29907,3.0,2.0,1664.9,7.7,5365.8,10.5,2021.0,5.0
29908,4.0,2.0,1628.2,7.8,5210.9,10.8,2021.0,5.0
29909,5.0,2.0,1638.1,8.1,5101.7,11.7,2021.0,5.0
29910,6.0,2.0,1731.3,8.6,5252.1,11.9,2021.0,5.0
29911,7.0,2.0,1834.0,8.1,5728.3,12.0,2021.0,5.0
29912,8.0,2.0,1911.1,8.1,6318.1,11.7,2021.0,5.0
29913,9.0,2.0,2018.1,9.2,6821.8,12.6,2021.0,5.0
29914,10.0,2.0,2084.7,13.6,7239.4,14.2,2021.0,5.0
29915,11.0,2.0,2114.4,14.6,7293.5,16.2,2021.0,5.0
29916,12.0,2.0,2118.6,14.5,7174.0,18.1,2021.0,5.0
29917,13.0,2.0,2086.3,15.4,6993.4,19.2,2021.0,5.0
29918,14.0,2.0,2038.8,14.0,6802.5,18.1,2021.0,5.0
29919,15.0,2.0,2033.3,13.9,6623.7,20.8,2021.0,5.0
29920,16.0,2.0,2031.5,12.9,6394.5,20.5,2021.0,5.0
29921,17.0,2.0,2066.3,12.3,6299.9,19.2,2021.0,5.0
29922,18.0,2.0,2092.1,10.7,6390.4,18.4,2021.0,5.0
29923,19.0,2.0,2229.4,8.0,7070.8,17.9,2021.0,5.0
29924,20.0,2.0,2325.5,5.9,7369.0,17.5,2021.0,5.0
29925,21.0,2.0,2328.6,8.3,7606.1,17.1,2021.0,5.0
29926,22.0,2.0,2297.4,9.2,7463.1,17.4,2021.0,5.0
29927,23.0,2.0,2181.4,9.6,7083.0,16.6,2021.0,5.0
29928,0.0,3.0,2050.2,10.5,6545.0,16.4,2021.0,6.0
29929,1.0,3.0,1906.8,10.8,5776.2,16.4,2021.0,6.0
29930,2.0,3.0,1786.9,10.8,5259.8,16.2,2021.0,6.0
29931,3.0,3.0,1715.2,11.0,4948.0,16.2,2021.0,6.0
29932,4.0,3.0,1667.9,11.1,4811.3,15.9,2021.0,6.0
29933,5.0,3.0,1700.8,11.2,4756.5,15.7,2021.0,6.0
29934,6.0,3.0,1712.3,10.9,4822.8,15.6,2021.0,6.0
29935,7.0,3.0,1816.3,10.3,5190.8,15.5,2021.0,6.0
29936,8.0,3.0,1929.5,10.0,5804.5,15.4,2021.0,6.0
29937,9.0,3.0,1959.3,9.9,6114.4,15.1,2021.0,6.0
29938,10.0,3.0,2022.4,12.6,6434.4,16.3,2021.0,6.0
29939,11.0,3.0,2066.7,13.6,6509.0,17.6,2021.0,6.0
29940,12.0,3.0,2030.8,14.3,6521.9,18.3,2021.0,6.0
29941,13.0,3.0,1982.1,15.6,6637.5,17.9,2021.0,6.0
29942,14.0,3.0,2007.2,15.7,6741.1,16.6,2021.0,6.0
29943,15.0,3.0,2017.2,16.2,6679.0,17.4,2021.0,6.0
29944,16.0,3.0,2025.0,16.3,6587.3,17.4,2021.0,6.0
29945,17.0,3.0,2028.7,16.2,6548.8,16.7,2021.0,6.0
29946,18.0,3.0,2078.8,16.3,6714.5,16.5,2021.0,6.0
29947,19.0,3.0,2208.5,16.0,7181.0,16.5,2021.0,6.0
29948,20.0,3.0,2247.2,14.8,7400.2,16.0,2021.0,6.0
29949,21.0,3.0,2262.5,14.1,7621.4,15.5,2021.0,6.0
29950,22.0,3.0,2206.9,14.2,7469.2,14.9,2021.0,6.0
29951,23.0,3.0,2116.9,12.7,7107.4,14.5,2021.0,6.0
29952,0.0,4.0,2024.9,12.8,6508.7,14.1,2021.0,6.0
29953,1.0,4.0,1900.8,11.3,5867.6,13.3,2021.0,6.0
29954,2.0,4.0,1798.2,10.2,5348.2,13.0,2021.0,6.0
29955,3.0,4.0,1743.0,9.4,5046.5,12.5,2021.0,6.0
29956,4.0,4.0,1709.6,9.1,4909.4,12.1,2021.0,6.0
29957,5.0,4.0,1695.9,9.1,4859.2,12.1,2021.0,6.0
29958,6.0,4.0,1680.7,9.7,4940.4,12.0,2021.0,6.0
29959,7.0,4.0,1756.5,9.0,5355.0,11.6,2021.0,6.0
29960,8.0,4.0,1890.9,8.9,5974.0,11.6,2021.0,6.0
29961,9.0,4.0,1895.8,9.3,6392.6,11.6,2021.0,6.0
29962,10.0,4.0,1993.0,9.6,6832.2,11.9,2021.0,6.0
29963,11.0,4.0,2043.2,10.9,6946.2,14.8,2021.0,6.0
29964,12.0,4.0,2035.8,11.7,6885.5,15.6,2021.0,6.0
29965,13.0,4.0,1993.2,12.8,6763.6,17.0,2021.0,6.0
29966,14.0,4.0,1964.9,10.9,6603.9,17.8,2021.0,6.0
29967,15.0,4.0,1942.6,12.6,6416.6,17.8,2021.0,6.0
29968,16.0,4.0,1943.3,12.1,6254.6,17.6,2021.0,6.0
29969,17.0,4.0,1992.7,11.8,6187.7,15.8,2021.0,6.0
29970,18.0,4.0,2039.0,10.0,6419.2,14.4,2021.0,6.0
29971,19.0,4.0,2235.2,9.3,7194.1,12.9,2021.0,6.0
29972,20.0,4.0,2325.2,8.4,7657.1,11.6,2021.0,6.0
29973,21.0,4.0,2348.4,7.5,8032.9,11.2,2021.0,6.0
29974,22.0,4.0,2277.7,7.8,7969.0,10.0,2021.0,6.0
29975,23.0,4.0,2200.6,8.5,7629.4,8.7,2021.0,6.0
29976,0.0,5.0,2080.4,8.0,7061.1,8.3,2021.0,6.0
29977,1.0,5.0,1964.2,7.2,6367.0,7.6,2021.0,6.0
29978,2.0,5.0,1861.9,7.1,5777.4,7.3,2021.0,6.0
29979,3.0,5.0,1765.5,6.9,5413.8,7.1,2021.0,6.0
29980,4.0,5.0,1769.9,6.9,5248.6,7.7,2021.0,6.0
29981,5.0,5.0,1724.7,7.0,5211.8,7.9,2021.0,6.0
29982,6.0,5.0,1721.1,6.8,5280.2,8.3,2021.0,6.0
29983,7.0,5.0,1794.5,7.0,5729.2,9.6,2021.0,6.0
29984,8.0,5.0,1858.2,6.9,6342.8,11.1,2021.0,6.0
29985,9.0,5.0,1913.9,7.1,6770.0,12.3,2021.0,6.0
29986,10.0,5.0,1993.5,8.3,7178.5,13.6,2021.0,6.0
29987,11.0,5.0,2010.0,9.2,7226.9,14.2,2021.0,6.0
29988,12.0,5.0,2025.0,9.8,7086.3,16.5,2021.0,6.0
29989,13.0,5.0,2024.5,10.6,6970.2,16.3,2021.0,6.0
29990,14.0,5.0,2006.5,11.3,6818.4,18.2,2021.0,6.0
29991,15.0,5.0,1986.6,11.7,6674.0,18.2,2021.0,6.0
29992,16.0,5.0,1980.7,11.9,6474.2,19.8,2021.0,6.0
29993,17.0,5.0,1937.4,11.5,6375.4,19.5,2021.0,6.0
29994,18.0,5.0,2008.1,12.5,6510.5,17.4,2021.0,6.0
29995,19.0,5.0,2154.6,12.7,7129.6,17.0,2021.0,6.0
29996,20.0,5.0,2207.2,12.3,7453.8,16.7,2021.0,6.0
29997,21.0,5.0,2237.2,11.8,7668.3,16.7,2021.0,6.0
29998,22.0,5.0,2204.2,11.6,7607.6,16.6,2021.0,6.0
29999,23.0,5.0,2139.5,11.4,7288.1,17.0,2021.0,6.0
30000,0.0,6.0,2013.8,11.2,6771.0,16.6,2021.0,6.0
30001,1.0,6.0,1910.0,11.2,6058.4,16.6,2021.0,6.0
30002,2.0,6.0,1821.8,11.4,5479.3,16.5,2021.0,6.0
30003,3.0,6.0,1731.6,11.6,5142.4,16.0,2021.0,6.0
30004,4.0,6.0,1757.4,11.0,4978.0,16.2,2021.0,6.0
30005,5.0,6.0,1737.5,10.7,4921.6,15.7,2021.0,6.0
30006,6.0,6.0,1740.9,10.0,5004.6,16.3,2021.0,6.0
30007,7.0,6.0,1842.2,9.6,5320.5,15.8,2021.0,6.0
30008,8.0,6.0,1958.0,9.6,5888.4,15.4,2021.0,6.0
30009,9.0,6.0,1990.9,12.7,6187.0,16.2,2021.0,6.0
30010,10.0,6.0,2047.1,13.3,6468.9,17.0,2021.0,6.0
30011,11.0,6.0,2119.1,13.8,6576.3,17.4,2021.0,6.0
30012,12.0,6.0,2127.2,14.4,6595.1,17.8,2021.0,6.0
30013,13.0,6.0,2116.3,15.4,6516.0,19.9,2021.0,6.0
30014,14.0,6.0,2072.0,16.3,6419.8,19.4,2021.0,6.0
